Date,SEC,HYU,NAVER
2017-12-17,50620,154000,169040
2017-12-18,51200,154000,172244
2017-12-19,51560,153000,171243
2017-12-20,50880,152500,170041
2017-12-21,49140,150000,168639
2017-12-22,49700,153000,172645
2017-12-23,49700,153000,172645
2017-12-24,49700,153000,172645
2017-12-25,49700,153000,172645
2017-12-26,48200,154000,175048
2017-12-27,49360,156500,175649
2017-12-28,50960,156000,174247
2017-12-29,50960,156000,174247
2017-12-30,50960,156000,174247
2017-12-31,50960,156000,174247
2018-01-01,50960,156000,174247
2018-01-02,51020,149500,177251
2018-01-03,51620,150500,174447
2018-01-04,51080,146500,178854
2018-01-05,52120,149000,181858
2018-01-06,52120,149000,181858
2018-01-07,52120,149000,181858
2018-01-08,52020,151000,190270
2018-01-09,50400,152500,189068
2018-01-10,48840,155500,185864
2018-01-11,48240,155000,183661
2018-01-12,48200,154000,182058
2018-01-13,48200,154000,182058
2018-01-14,48200,154000,182058
2018-01-15,48540,155000,184462
2018-01-16,50000,158000,180857
2018-01-17,49620,157500,177852
2018-01-18,49900,155000,180857
2018-01-19,49320,162000,176450
2018-01-20,49320,162000,176450
2018-01-21,49320,162000,176450
2018-01-22,48240,162500,178854
2018-01-23,49160,161000,178053
2018-01-24,49340,156500,175849
2018-01-25,50260,158500,182859
2018-01-26,50780,152500,185663
2018-01-27,50780,152500,185663
2018-01-28,50780,152500,185663
2018-01-29,51220,154500,186665
2018-01-30,49800,156000,186464
2018-01-31,49900,162000,182259
2018-02-01,49820,160500,184862
2018-02-02,47700,162500,181257
2018-02-03,47700,162500,181257
2018-02-04,47700,162500,181257
2018-02-05,47920,159000,176050
2018-02-06,47420,157500,170442
2018-02-07,45800,157500,168839
2018-02-08,46000,161000,168839
2018-02-09,44700,155000,161830
2018-02-10,44700,155000,161830
2018-02-11,44700,155000,161830
2018-02-12,45720,154000,160227
2018-02-13,47540,152500,161229
2018-02-14,49000,154500,162430
2018-02-15,49000,154500,162430
2018-02-16,49000,154500,162430
2018-02-17,49000,154500,162430
2018-02-18,49000,154500,162430
2018-02-19,48380,155000,164233
2018-02-20,47400,153500,161629
2018-02-21,47280,160000,166837
2018-02-22,46760,157000,165635
2018-02-23,47220,159000,166036
2018-02-24,47220,159000,166036
2018-02-25,47220,159000,166036
2018-02-26,47380,161000,162230
2018-02-27,47380,161000,161028
2018-02-28,47060,161500,160828
2018-03-01,47060,161500,160828
2018-03-02,46020,156000,157423
2018-03-03,46020,156000,157423
2018-03-04,46020,156000,157423
2018-03-05,45200,153000,156021
2018-03-06,47020,157000,159426
2018-03-07,48620,152500,159226
2018-03-08,49200,154500,160027
2018-03-09,49740,154000,160628
2018-03-10,49740,154000,160628
2018-03-11,49740,154000,160628
2018-03-12,49740,153500,161429
2018-03-13,51660,153500,164233
2018-03-14,51760,156000,162030
2018-03-15,51540,157500,164233
2018-03-16,51140,157500,160428
2018-03-17,51140,157500,160428
2018-03-18,51140,157500,160428
2018-03-19,50740,151500,157223
2018-03-20,51200,152500,159226
2018-03-21,51060,154500,159026
2018-03-22,51780,152500,160828
2018-03-23,49720,151500,156822
2018-03-24,49720,151500,156822
2018-03-25,49720,151500,156822
2018-03-26,50280,149500,158024
2018-03-27,49980,154000,158024
2018-03-28,48700,151500,157023
2018-03-29,49040,143500,157423
2018-03-30,49220,143500,158625
2018-03-31,49220,143500,158625
2018-04-01,49220,143500,158625
2018-04-02,48540,148500,157223
2018-04-03,48120,152000,157223
2018-04-04,46920,156500,151014
2018-04-05,48740,154000,156021
2018-04-06,48400,152500,154219
2018-04-07,48400,152500,154219
2018-04-08,48400,152500,154219
2018-04-09,49200,151000,155020
2018-04-10,48880,151000,155220
2018-04-11,48860,150000,154419
2018-04-12,49000,152000,151615
2018-04-13,49800,150500,153017
2018-04-14,49800,150500,153017
2018-04-15,49800,150500,153017
2018-04-16,50340,153000,150413
2018-04-17,49980,157500,149813
2018-04-18,51360,158500,150614
2018-04-19,52780,158000,147810
2018-04-20,51620,160000,145807
2018-04-21,51620,160000,145807
2018-04-22,51620,160000,145807
2018-04-23,51900,159500,147209
2018-04-24,50460,162500,145206
2018-04-25,50400,164000,148811
2018-04-26,52140,156500,145206
2018-04-27,53000,158000,143403
2018-04-28,53000,158000,143403
2018-04-29,53000,158000,143403
2018-04-30,53000,160000,143403
2018-05-01,53000,160000,143403
2018-05-02,53000,160000,147810
2018-05-03,53000,160000,145607
2018-05-04,51900,158000,143604
2018-05-05,51900,158000,143604
2018-05-06,51900,158000,143604
2018-05-07,51900,158000,143604
2018-05-08,52600,156000,146408
2018-05-09,50900,153500,145607
2018-05-10,51600,152000,144205
2018-05-11,51300,153000,143604
2018-05-12,51300,153000,143604
2018-05-13,51300,153000,143604
2018-05-14,50100,151000,143604
2018-05-15,49200,148500,142402
2018-05-16,49850,150500,140199
2018-05-17,49400,149500,139598
2018-05-18,49500,150000,137795
2018-05-19,49500,150000,137795
2018-05-20,49500,150000,137795
2018-05-21,50000,149000,136594
2018-05-22,50000,149000,136594
2018-05-23,51800,144500,136994
2018-05-24,51400,140000,136193
2018-05-25,52700,139000,137195
2018-05-26,52700,139000,137195
2018-05-27,52700,139000,137195
2018-05-28,52300,138500,136193
2018-05-29,51300,140000,133790
2018-05-30,49500,137500,130585
2018-05-31,50700,139000,133990
2018-06-01,51300,140000,136193
2018-06-02,51300,140000,136193
2018-06-03,51300,140000,136193
2018-06-04,51100,143000,134791
2018-06-05,51300,142500,134991
2018-06-06,51300,142500,134991
2018-06-07,50600,142500,136193
2018-06-08,49650,141000,140399
2018-06-09,49650,141000,140399
2018-06-10,49650,141000,140399
2018-06-11,49900,139500,142402
2018-06-12,49400,140500,143604
2018-06-13,49400,140500,143604
2018-06-14,48200,135000,141601
2018-06-15,47650,134000,138196
2018-06-16,47650,134000,138196
2018-06-17,47650,134000,138196
2018-06-18,46600,135000,138997
2018-06-19,47000,131500,137795
2018-06-20,47000,129500,137996
2018-06-21,47050,127000,139999
2018-06-22,47250,130000,144805
2018-06-23,47250,130000,144805
2018-06-24,47250,130000,144805
2018-06-25,46650,129000,149813
2018-06-26,47000,129500,147209
2018-06-27,47950,127500,148010
2018-06-28,46800,125000,149612
2018-06-29,46650,125500,152817
2018-06-30,46650,125500,152817
2018-07-01,46650,125500,152817
2018-07-02,45550,123500,150413
2018-07-03,46150,122000,149612
2018-07-04,46250,119500,153818
2018-07-05,45950,121500,153217
2018-07-06,44900,123500,150013
2018-07-07,44900,123500,150013
2018-07-08,44900,123500,150013
2018-07-09,45600,124500,151214
2018-07-10,46300,123500,152216
2018-07-11,46000,121500,154018
2018-07-12,45500,123000,156622
2018-07-13,46500,122500,154419
2018-07-14,46500,122500,154419
2018-07-15,46500,122500,154419
2018-07-16,46050,126000,154419
2018-07-17,45850,126500,152016
2018-07-18,46550,124000,153017
2018-07-19,46900,124000,153217
2018-07-20,47450,127000,154219
2018-07-21,47450,127000,154219
2018-07-22,47450,127000,154219
2018-07-23,46500,129500,155020
2018-07-24,46150,129500,149212
2018-07-25,46150,130500,149412
2018-07-26,46900,130000,150413
2018-07-27,46900,129500,150413
2018-07-28,46900,129500,150413
2018-07-29,46900,129500,150413
2018-07-30,46500,130500,146207
2018-07-31,46250,129500,143403
2018-08-01,46550,128500,145807
2018-08-02,45550,125500,145807
2018-08-03,45750,124000,146408
2018-08-04,45750,124000,146408
2018-08-05,45750,124000,146408
2018-08-06,45800,124500,147209
2018-08-07,46700,125000,149011
2018-08-08,46800,127500,150213
2018-08-09,46900,126000,156021
2018-08-10,45400,126000,154419
2018-08-11,45400,126000,154419
2018-08-12,45400,126000,154419
2018-08-13,45050,123500,151214
2018-08-14,45150,123000,151615
2018-08-15,45150,123000,151615
2018-08-16,44250,126500,150213
2018-08-17,44100,126500,151214
2018-08-18,44100,126500,151214
2018-08-19,44100,126500,151214
2018-08-20,43850,127500,151214
2018-08-21,44800,125500,149612
2018-08-22,46100,126000,149612
2018-08-23,46200,124500,154619
2018-08-24,46150,124500,151815
2018-08-25,46150,124500,151815
2018-08-26,46150,124500,151815
2018-08-27,46300,124000,154018
2018-08-28,46550,125000,151415
2018-08-29,46800,124000,149813
2018-08-30,47650,123500,149412
2018-08-31,48450,125000,150614
2018-09-01,48450,125000,150614
2018-09-02,48450,125000,150614
2018-09-03,47450,125000,151014
2018-09-04,47650,126500,151214
2018-09-05,46600,129000,147409
2018-09-06,46100,134000,146207
2018-09-07,44900,133000,146608
2018-09-08,44900,133000,146608
2018-09-09,44900,133000,146608
2018-09-10,45500,131000,145206
2018-09-11,45050,128000,145406
2018-09-12,44550,129500,146207
2018-09-13,44050,128500,144805
2018-09-14,45850,129500,146207
2018-09-15,45850,129500,146207
2018-09-16,45850,129500,146207
2018-09-17,45150,128500,145807
2018-09-18,45500,128000,145206
2018-09-19,46150,126500,146408
2018-09-20,47250,129000,146408
2018-09-21,47400,129000,145206
2018-09-22,47400,129000,145206
2018-09-23,47400,129000,145206
2018-09-24,47400,129000,145206
2018-09-25,47400,129000,145206
2018-09-26,47400,129000,145206
2018-09-27,47500,130500,142803
2018-09-28,46450,129500,143403
2018-09-29,46450,129500,143403
2018-09-30,46450,129500,143403
2018-10-01,46350,129000,142803
2018-10-02,45700,128500,137996
2018-10-03,45700,128500,137996
2018-10-04,44700,124500,139197
2018-10-05,44700,124500,141000
2018-10-06,44700,124500,141000
2018-10-07,44700,124500,141000
2018-10-08,44950,122000,141000
2018-10-09,44950,122000,141000
2018-10-10,45300,120000,141000
2018-10-11,43100,116000,141000
2018-10-12,44000,115500,142000
2018-10-13,44000,115500,142000
2018-10-14,44000,115500,142000
2018-10-15,43800,113500,136000
2018-10-16,43600,116500,133500
2018-10-17,44150,118500,130000
2018-10-18,44050,116000,125000
2018-10-19,43900,115500,127500
2018-10-20,43900,115500,127500
2018-10-21,43900,115500,127500
2018-10-22,43550,118000,129000
2018-10-23,43050,116500,125500
2018-10-24,42550,117000,127000
2018-10-25,41000,110000,119000
2018-10-26,41000,108000,113000
2018-10-27,41000,108000,113000
2018-10-28,41000,108000,113000
2018-10-29,41400,106000,109500
2018-10-30,42350,107500,110500
2018-10-31,42400,106500,114500
2018-11-01,42150,108500,111500
2018-11-02,44150,110000,116500
2018-11-03,44150,110000,116500
2018-11-04,44150,110000,116500
2018-11-05,43800,104000,113500
2018-11-06,43750,107500,117000
2018-11-07,44000,107500,115500
2018-11-08,44050,105500,116500
2018-11-09,44300,105000,115000
2018-11-10,44300,105000,115000
2018-11-11,44300,105000,115000
2018-11-12,45200,102000,115000
2018-11-13,44500,102500,116000
2018-11-14,44100,101500,115500
2018-11-15,44250,103000,112500
2018-11-16,44000,103000,112500
2018-11-17,44000,103000,112500
2018-11-18,44000,103000,112500
2018-11-19,43650,101500,111500
2018-11-20,42800,97500,108000
2018-11-21,42100,97800,106500
2018-11-22,42450,92800,109500
2018-11-23,42400,93700,114000
2018-11-24,42400,93700,114000
2018-11-25,42400,93700,114000
2018-11-26,42600,95100,124000
2018-11-27,43050,101000,125000
2018-11-28,43150,101000,129000
2018-11-29,43150,100000,130500
2018-11-30,41850,107000,126500
2018-12-01,41850,107000,126500
2018-12-02,41850,107000,126500
2018-12-03,43250,108500,126000
2018-12-04,42150,107500,123500
2018-12-05,41450,107500,125000
2018-12-06,40500,110500,120000
2018-12-07,40950,111000,121000
2018-12-08,40950,111000,121000
2018-12-09,40950,111000,121000
2018-12-10,40200,110500,119000
2018-12-11,40250,111500,123000
2018-12-12,40450,118500,124500
2018-12-13,40000,118500,124000
2018-12-14,38950,116500,123500
2018-12-15,38950,116500,123500
2018-12-16,38950,116500,123500
2018-12-17,39150,116500,122000
2018-12-18,38900,118000,122000
2018-12-19,39100,123000,127500
2018-12-20,38650,121500,127000
2018-12-21,38650,122500,121500
2018-12-22,38650,122500,121500
2018-12-23,38650,122500,121500
2018-12-24,38800,123000,123000
2018-12-25,38800,123000,123000
2018-12-26,38350,120000,119000
2018-12-27,38250,118500,122500
2018-12-28,38700,118500,122000
2018-12-29,38700,118500,122000
2018-12-30,38700,118500,122000
2018-12-31,38700,118500,122000
2019-01-01,38700,118500,122000
2019-01-02,38750,114000,118000
2019-01-03,37600,116500,122000
2019-01-04,37450,119500,125500
2019-01-05,37450,119500,125500
2019-01-06,37450,119500,125500
2019-01-07,38750,120500,131500
2019-01-08,38100,119500,130000
2019-01-09,39600,123000,133000
2019-01-10,39800,123000,131000
2019-01-11,40500,123000,131000
2019-01-12,40500,123000,131000
2019-01-13,40500,123000,131000
2019-01-14,40050,121500,127000
2019-01-15,41100,127500,132500
2019-01-16,41450,128500,132500
2019-01-17,41950,129500,136000
2019-01-18,42300,131000,137500
2019-01-19,42300,131000,137500
2019-01-20,42300,131000,137500
2019-01-21,42750,127000,131000
2019-01-22,42150,127500,130000
2019-01-23,42000,129000,132500
2019-01-24,43050,130000,129500
2019-01-25,44750,128500,130000
2019-01-26,44750,128500,130000
2019-01-27,44750,128500,130000
2019-01-28,45050,126500,132000
2019-01-29,45500,128000,136000
2019-01-30,46400,129500,136000
2019-01-31,46150,129500,136000
2019-02-01,46350,129500,133500
2019-02-02,46350,129500,133500
2019-02-03,46350,129500,133500
2019-02-04,46350,129500,133500
2019-02-05,46350,129500,133500
2019-02-06,46350,129500,133500
2019-02-07,46200,126000,129000
2019-02-08,44800,125500,126000
2019-02-09,44800,125500,126000
2019-02-10,44800,125500,126000
2019-02-11,45000,127500,125500
2019-02-12,46050,128500,123500
2019-02-13,46200,124500,125000
2019-02-14,47500,121500,127500
2019-02-15,46050,121000,127500
2019-02-16,46050,121000,127500
2019-02-17,46050,121000,127500
2019-02-18,46200,120500,127000
2019-02-19,45950,119500,126500
2019-02-20,46900,119000,127000
2019-02-21,46950,120000,129000
2019-02-22,47150,121000,127000
2019-02-23,47150,121000,127000
2019-02-24,47150,121000,127000
2019-02-25,47350,121000,126000
2019-02-26,46750,122500,131500
2019-02-27,46750,129000,129500
2019-02-28,45100,126500,133000
2019-03-01,45100,126500,133000
2019-03-02,45100,126500,133000
2019-03-03,45100,126500,133000
2019-03-04,44850,122000,138000
2019-03-05,44250,121500,135500
2019-03-06,44000,124500,137500
2019-03-07,44450,125500,138500
2019-03-08,43800,120000,133000
2019-03-09,43800,120000,133000
2019-03-10,43800,120000,133000
2019-03-11,43650,121000,133500
2019-03-12,44650,125500,130500
2019-03-13,43850,122500,130500
2019-03-14,43850,119000,131000
2019-03-15,44200,121000,130500
2019-03-16,44200,121000,130500
2019-03-17,44200,121000,130500
2019-03-18,43700,124000,132000
2019-03-19,43900,124000,130500
2019-03-20,44050,124000,128500
2019-03-21,45850,124500,128000
2019-03-22,46550,123500,127000
2019-03-23,46550,123500,127000
2019-03-24,46550,123500,127000
2019-03-25,45500,120000,126000
2019-03-26,45250,118500,126500
2019-03-27,45350,118500,123000
2019-03-28,44850,119500,122000
2019-03-29,44650,119500,124000
2019-03-30,44650,119500,124000
2019-03-31,44650,119500,124000
2019-04-01,45050,120500,124000
2019-04-02,45750,119000,124500
2019-04-03,46600,124000,122000
2019-04-04,46950,123500,122500
2019-04-05,46850,126000,123000
2019-04-06,46850,126000,123000
2019-04-07,46850,126000,123000
2019-04-08,46650,128000,121500
2019-04-09,46650,127000,121500
2019-04-10,46700,127500,122000
2019-04-11,46250,128000,121500
2019-04-12,46850,126500,119500
2019-04-13,46850,126500,119500
2019-04-14,46850,126500,119500
2019-04-15,47050,125500,119500
2019-04-16,47250,128500,119500
2019-04-17,47050,131000,119500
2019-04-18,45600,134000,118000
2019-04-19,45300,134000,118000
2019-04-20,45300,134000,118000
2019-04-21,45300,134000,118000
2019-04-22,45350,134000,118000
2019-04-23,45200,136000,120500
2019-04-24,44750,138500,121000
2019-04-25,44650,138000,120500
2019-04-26,44850,135500,118000
2019-04-27,44850,135500,118000
2019-04-28,44850,135500,118000
2019-04-29,46150,139000,120000
2019-04-30,45850,138500,119500
2019-05-01,45850,138500,119500
2019-05-02,45900,138500,122000
2019-05-03,45300,137500,124000
2019-05-04,45300,137500,124000
2019-05-05,45300,137500,124000
2019-05-06,45300,137500,124000
2019-05-07,44850,136000,124000
2019-05-08,44250,135500,123500
2019-05-09,42450,131000,119000
2019-05-10,42900,130000,122500
2019-05-11,42900,130000,122500
2019-05-12,42900,130000,122500
2019-05-13,42650,129000,122500
2019-05-14,42650,128000,122000
2019-05-15,42550,128000,120000
2019-05-16,41550,127500,119000
2019-05-17,41200,125500,121000
2019-05-18,41200,125500,121000
2019-05-19,41200,125500,121000
2019-05-20,42000,129000,118500
2019-05-21,43150,127000,114500
2019-05-22,43500,127000,113000
2019-05-23,43850,127500,113000
2019-05-24,42700,130500,113500
2019-05-25,42700,130500,113500
2019-05-26,42700,130500,113500
2019-05-27,42650,135000,110500
2019-05-28,42550,136500,108500
2019-05-29,41800,134000,109500
2019-05-30,42550,135500,112000
2019-05-31,42500,134500,111500
2019-06-01,42500,134500,111500
2019-06-02,42500,134500,111500
2019-06-03,43800,138500,115000
2019-06-04,43450,139000,111000
2019-06-05,43900,141000,110500
2019-06-06,43900,141000,110500
2019-06-07,44200,140000,111000
2019-06-08,44200,140000,111000
2019-06-09,44200,140000,111000
2019-06-10,44800,143000,114000
2019-06-11,44850,143500,113000
2019-06-12,44600,141000,114000
2019-06-13,43750,141000,113000
2019-06-14,44000,140500,111500
2019-06-15,44000,140500,111500
2019-06-16,44000,140500,111500
2019-06-17,43900,140000,110500
2019-06-18,44350,141000,109000
2019-06-19,45350,140000,110000
2019-06-20,45500,140500,111500
2019-06-21,45700,140500,113000
2019-06-22,45700,140500,113000
2019-06-23,45700,140500,113000
2019-06-24,45500,142500,113500
2019-06-25,45600,141500,114500
2019-06-26,45700,141500,115500
2019-06-27,46500,140500,115000
2019-06-28,47000,140000,114000
2019-06-29,47000,140000,114000
2019-06-30,47000,140000,114000
2019-07-01,46600,141000,114500
2019-07-02,46250,137000,115000
2019-07-03,45400,136000,117500
2019-07-04,46000,139000,118000
2019-07-05,45650,141500,121000
2019-07-06,45650,141500,121000
2019-07-07,45650,141500,121000
2019-07-08,44400,138500,118500
2019-07-09,45100,137500,115500
2019-07-10,45550,137000,115500
2019-07-11,46200,139000,117000
2019-07-12,46300,139500,117000
2019-07-13,46300,139500,117000
2019-07-14,46300,139500,117000
2019-07-15,46450,138000,118000
2019-07-16,46850,133000,120000
2019-07-17,46050,133500,119000
2019-07-18,46100,134000,120500
2019-07-19,46800,134500,122500
2019-07-20,46800,134500,122500
2019-07-21,46800,134500,122500
2019-07-22,47200,133000,121000
2019-07-23,47300,132000,122500
2019-07-24,46400,132500,123500
2019-07-25,47200,131500,134000
2019-07-26,47150,130500,141000
2019-07-27,47150,130500,141000
2019-07-28,47150,130500,141000
2019-07-29,46100,128000,138500
2019-07-30,46550,128000,138500
2019-07-31,45350,126500,138000
2019-08-01,45200,125500,140500
2019-08-02,44950,127500,142000
2019-08-03,44950,127500,142000
2019-08-04,44950,127500,142000
2019-08-05,43950,127500,138000
2019-08-06,43500,126000,138500
2019-08-07,43200,127000,137500
2019-08-08,42650,130000,140000
2019-08-09,43150,132500,142500
2019-08-10,43150,132500,142500
2019-08-11,43150,132500,142500
2019-08-12,43700,131000,140500
2019-08-13,43000,129000,142500
2019-08-14,43700,127500,139000
2019-08-15,43700,127500,139000
2019-08-16,43900,128000,139500
2019-08-17,43900,128000,139500
2019-08-18,43900,128000,139500
2019-08-19,43600,128000,139000
2019-08-20,44450,126500,145500
2019-08-21,44500,125500,147500
2019-08-22,44050,124000,148000
2019-08-23,43950,126000,148500
2019-08-24,43950,126000,148500
2019-08-25,43950,126000,148500
2019-08-26,43600,124500,143500
2019-08-27,44050,125000,146500
2019-08-28,44150,127500,146500
2019-08-29,43400,126500,145000
2019-08-30,44000,128500,146500
2019-08-31,44000,128500,146500
2019-09-01,44000,128500,146500
2019-09-02,43800,131000,150000
2019-09-03,43250,128500,150500
2019-09-04,44100,128500,151000
2019-09-05,45700,128000,147000
2019-09-06,46300,127500,149500
2019-09-07,46300,127500,149500
2019-09-08,46300,127500,149500
2019-09-09,46900,127000,153000
2019-09-10,47000,128000,150500
2019-09-11,47150,129000,153500
2019-09-12,47150,129000,153500
2019-09-13,47150,129000,153500
2019-09-14,47150,129000,153500
2019-09-15,47150,129000,153500
2019-09-16,47100,128000,154500
2019-09-17,46900,126000,155000
2019-09-18,47700,127500,159000
2019-09-19,49150,129000,157500
2019-09-20,49200,129500,157000
2019-09-21,49200,129500,157000
2019-09-22,49200,129500,157000
2019-09-23,49300,133000,157000
2019-09-24,49500,134000,158000
2019-09-25,48900,134500,158000
2019-09-26,49200,133000,158000
2019-09-27,48400,133500,156000
2019-09-28,48400,133500,156000
2019-09-29,48400,133500,156000
2019-09-30,49050,134000,157000
2019-10-01,48850,132500,160000
2019-10-02,47600,128500,157000
2019-10-03,47600,128500,157000
2019-10-04,48000,126500,150500
2019-10-05,48000,126500,150500
2019-10-06,48000,126500,150500
2019-10-07,47750,128000,153000
2019-10-08,48900,129500,153500
2019-10-09,48900,129500,153500
2019-10-10,48550,126500,153500
2019-10-11,49150,126000,156000
2019-10-12,49150,126000,156000
2019-10-13,49150,126000,156000
2019-10-14,50000,122000,156000
2019-10-15,50100,122000,151500
2019-10-16,50700,123000,154500
2019-10-17,50500,123000,153000
2019-10-18,49900,123000,150500
2019-10-19,49900,123000,150500
2019-10-20,49900,123000,150500
2019-10-21,50300,122000,152000
2019-10-22,51200,122000,154000
2019-10-23,51200,121000,152500
2019-10-24,50700,122000,153000
2019-10-25,50900,123500,152500
2019-10-26,50900,123500,152500
2019-10-27,50900,123500,152500
2019-10-28,51300,121500,157000
2019-10-29,51100,122500,153000
2019-10-30,50400,122500,154500
2019-10-31,50400,122000,164000
2019-11-01,51200,124000,167000
2019-11-02,51200,124000,167000
2019-11-03,51200,124000,167000
2019-11-04,52300,124000,164500
2019-11-05,52700,125000,161500
2019-11-06,53300,123500,161500
2019-11-07,52900,123500,165500
2019-11-08,52100,124000,163500
2019-11-09,52100,124000,163500
2019-11-10,52100,124000,163500
2019-11-11,51600,123500,163000
2019-11-12,52600,125500,162000
2019-11-13,52500,124500,158000
2019-11-14,52800,124500,180000
2019-11-15,53700,125500,173500
2019-11-16,53700,125500,173500
2019-11-17,53700,125500,173500
2019-11-18,53500,126000,178500
2019-11-19,53500,125000,170500
2019-11-20,52000,124500,169500
2019-11-21,51000,124500,170000
2019-11-22,51600,123500,167500
2019-11-23,51600,123500,167500
2019-11-24,51600,123500,167500
2019-11-25,51800,125000,174000
2019-11-26,51800,122500,173000
2019-11-27,52200,123500,172500
2019-11-28,51300,124000,173000
2019-11-29,50300,121000,172000
2019-11-30,50300,121000,172000
2019-12-01,50300,121000,172000
2019-12-02,50400,121500,171500
2019-12-03,49900,121500,172000
2019-12-04,49450,122000,174500
2019-12-05,49500,118000,170500
2019-12-06,50400,118500,174000
2019-12-07,50400,118500,174000
2019-12-08,50400,118500,174000
2019-12-09,51200,119500,175000
2019-12-10,51500,120000,174500
2019-12-11,51900,119000,174000
2019-12-12,53300,120000,175500
2019-12-13,54700,121000,175500
2019-12-14,54700,121000,175500
2019-12-15,54700,121000,175500
2019-12-16,54700,119000,179500
2019-12-17,56700,122000,180500
2019-12-18,56300,123000,178500
2019-12-19,56000,123500,179000
2019-12-20,56000,124000,183500
2019-12-21,56000,124000,183500
2019-12-22,56000,124000,183500
2019-12-23,55500,122500,184000
2019-12-24,55000,122000,182000
2019-12-25,55000,122000,182000
2019-12-26,55400,122500,180500
2019-12-27,56500,120500,183500
2019-12-28,56500,120500,183500
2019-12-29,56500,120500,183500
2019-12-30,55800,120500,186500
2019-12-31,55800,120500,186500
2020-01-01,55800,120500,186500
2020-01-02,55200,118000,182500
2020-01-03,55500,116000,181500
2020-01-04,55500,116000,181500
2020-01-05,55500,116000,181500
2020-01-06,55500,116000,180500
2020-01-07,55800,115500,187000
2020-01-08,56800,112000,183000
2020-01-09,58600,111500,186000
2020-01-10,59500,113500,188000
2020-01-11,59500,113500,188000
2020-01-12,59500,113500,188000
2020-01-13,60000,115000,188000
2020-01-14,60000,116000,190500
2020-01-15,59000,115000,191500
2020-01-16,60700,118500,191500
2020-01-17,61300,118500,191000
2020-01-18,61300,118500,191000
2020-01-19,61300,118500,191000
2020-01-20,62400,118000,187500
2020-01-21,61400,117000,182000
2020-01-22,62300,127000,186000
2020-01-23,60800,130500,183000
2020-01-24,60800,130500,183000
2020-01-25,60800,130500,183000
2020-01-26,60800,130500,183000
2020-01-27,60800,130500,183000
2020-01-28,58800,131000,178500
2020-01-29,59100,131000,180000
2020-01-30,57200,127500,180000
2020-01-31,56400,125000,179500
2020-02-01,56400,125000,179500
2020-02-02,56400,125000,179500
2020-02-03,57200,123500,177500
2020-02-04,58900,124000,180500
2020-02-05,59500,124000,181500
2020-02-06,61100,132000,181500
2020-02-07,60400,131000,185000
2020-02-08,60400,131000,185000
2020-02-09,60400,131000,185000
2020-02-10,59700,130000,183500
2020-02-11,59900,132500,184500
2020-02-12,60500,136000,185000
2020-02-13,60700,133000,184500
2020-02-14,61800,133500,186500
2020-02-15,61800,133500,186500
2020-02-16,61800,133500,186500
2020-02-17,61500,135500,188500
2020-02-18,59800,132500,186500
2020-02-19,60200,131500,189500
2020-02-20,60000,130000,190000
2020-02-21,59200,128000,189500
2020-02-22,59200,128000,189500
2020-02-23,59200,128000,189500
2020-02-24,56800,122500,184000
2020-02-25,57900,122500,190500
2020-02-26,56500,122500,187000
2020-02-27,55900,121000,182000
2020-02-28,54200,115000,174000
2020-02-29,54200,115000,174000
2020-03-01,54200,115000,174000
2020-03-02,55000,113500,175000
2020-03-03,55400,112500,175000
2020-03-04,57400,113000,178500
2020-03-05,57800,114000,181000
2020-03-06,56500,110500,179500
2020-03-07,56500,110500,179500
2020-03-08,56500,110500,179500
2020-03-09,54200,104000,168000
2020-03-10,54600,102000,172000
2020-03-11,52100,100000,170000
2020-03-12,50800,95000,166500
2020-03-13,49950,87200,166000
2020-03-14,49950,87200,166000
2020-03-15,49950,87200,166000
2020-03-16,48900,82900,155000
2020-03-17,47300,80100,151000
2020-03-18,45600,73500,146000
2020-03-19,42950,65900,144000
2020-03-20,45400,71100,154000
2020-03-21,45400,71100,154000
2020-03-22,45400,71100,154000
2020-03-23,42500,68900,143000
2020-03-24,46950,74800,156000
2020-03-25,48650,84500,156000
2020-03-26,47800,84900,152500
2020-03-27,48300,86400,164000
2020-03-28,48300,86400,164000
2020-03-29,48300,86400,164000
2020-03-30,47850,85400,162500
2020-03-31,47750,88700,170000
2020-04-01,45800,85400,163000
2020-04-02,46800,86600,173500
2020-04-03,47000,86300,172000
2020-04-04,47000,86300,172000
2020-04-05,47000,86300,172000
2020-04-06,48700,88800,173000
2020-04-07,49600,90400,169500
2020-04-08,48600,90000,166500
2020-04-09,49100,97100,167500
2020-04-10,49250,99700,166500
2020-04-11,49250,99700,166500
2020-04-12,49250,99700,166500
2020-04-13,48300,97800,166000
2020-04-14,49000,100000,168500
2020-04-15,49000,100000,168500
2020-04-16,49000,99100,170500
2020-04-17,51400,100500,179000
2020-04-18,51400,100500,179000
2020-04-19,51400,100500,179000
2020-04-20,50100,97600,180000
2020-04-21,49250,93500,178500
2020-04-22,49850,92600,182000
2020-04-23,49850,92400,190000
2020-04-24,49350,90100,192500
2020-04-25,49350,90100,192500
2020-04-26,49350,90100,192500
2020-04-27,49850,91600,197500
2020-04-28,50100,93200,198000
2020-04-29,50000,93600,197500
2020-04-30,50000,93600,197500
2020-05-01,50000,93600,197500
2020-05-02,50000,93600,197500
2020-05-03,50000,93600,197500
2020-05-04,48500,91500,199000
2020-05-05,48500,91500,199000
2020-05-06,49200,93200,212000
2020-05-07,48800,92600,215500
2020-05-08,48800,94500,214000
