Calendar Basis,,,
Portfolio, ,Default,
Item, , ,
Frequency,일간,KRW,
Non-Trading Day,Previous,Asc,
Include Weekend,ALL, ,
Term,20100101,Current(20251128),
Symbol,A005930,A005380,A035420
Symbol Name,삼성전자,현대차,NAVER
Kind,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY
2020-06-10,"55,400","111,500","244,000"
2020-06-11,"54,300","108,500","240,500"
2020-06-12,"52,300","103,500","242,000"
2020-06-13,"52,300","103,500","242,000"
2020-06-14,"52,300","103,500","242,000"
2020-06-15,"49,900","97,000","231,500"
2020-06-16,"52,100","101,500","243,500"
2020-06-17,"52,200","100,500","251,000"
2020-06-18,"52,300","100,000","247,500"
2020-06-19,"52,900","100,000","249,500"
2020-06-20,"52,900","100,000","249,500"
2020-06-21,"52,900","100,000","249,500"
2020-06-22,"52,000","98,500","270,000"
2020-06-23,"51,400","98,700","276,000"
2020-06-24,"52,900","103,000","279,000"
2020-06-25,"51,900","99,400","269,500"
2020-06-26,"53,300","100,000","269,000"
2020-06-27,"53,300","100,000","269,000"
2020-06-28,"53,300","100,000","269,000"
2020-06-29,"52,400","97,700","264,000"
2020-06-30,"52,800","97,700","267,000"
2020-07-01,"52,600","98,200","269,000"
2020-07-02,"52,900","99,000","277,000"
2020-07-03,"53,600","99,200","277,500"
2020-07-04,"53,600","99,200","277,500"
2020-07-05,"53,600","99,200","277,500"
2020-07-06,"55,000","101,500","281,500"
2020-07-07,"53,400","99,200","279,500"
2020-07-08,"53,000","99,600","282,500"
2020-07-09,"52,800","99,600","287,500"
2020-07-10,"52,700","98,300","299,000"
2020-07-11,"52,700","98,300","299,000"
2020-07-12,"52,700","98,300","299,000"
2020-07-13,"53,400","101,500","297,000"
2020-07-14,"53,800","101,500","287,000"
2020-07-15,"54,700","109,000","286,500"
2020-07-16,"53,800","110,000","273,000"
2020-07-17,"54,400","117,500","276,000"
2020-07-18,"54,400","117,500","276,000"
2020-07-19,"54,400","117,500","276,000"
2020-07-20,"54,200","121,500","263,000"
2020-07-21,"55,300","121,500","270,000"
2020-07-22,"54,700","118,500","270,000"
2020-07-23,"54,100","124,500","284,000"
2020-07-24,"54,200","122,500","281,000"
2020-07-25,"54,200","122,500","281,000"
2020-07-26,"54,200","122,500","281,000"
2020-07-27,"55,600","123,500","284,500"
2020-07-28,"58,600","123,000","288,000"
2020-07-29,"59,000","125,000","292,000"
2020-07-30,"59,000","127,500","294,000"
2020-07-31,"57,900","126,500","301,000"
2020-08-01,"57,900","126,500","301,000"
2020-08-02,"57,900","126,500","301,000"
2020-08-03,"56,800","127,000","314,500"
2020-08-04,"57,300","132,500","311,000"
2020-08-05,"56,900","134,000","313,500"
2020-08-06,"58,000","144,500","322,000"
2020-08-07,"57,500","147,000","314,000"
2020-08-08,"57,500","147,000","314,000"
2020-08-09,"57,500","147,000","314,000"
2020-08-10,"57,800","170,000","313,500"
2020-08-11,"58,200","179,000","311,500"
2020-08-12,"59,000","172,000","305,000"
2020-08-13,"58,700","170,000","307,000"
2020-08-14,"58,000","167,000","305,000"
2020-08-15,"58,000","167,000","305,000"
2020-08-16,"58,000","167,000","305,000"
2020-08-17,"58,000","167,000","305,000"
2020-08-18,"58,400","158,000","307,500"
2020-08-19,"57,800","164,500","315,000"
2020-08-20,"55,400","155,000","305,500"
2020-08-21,"55,900","156,000","312,500"
2020-08-22,"55,900","156,000","312,500"
2020-08-23,"55,900","156,000","312,500"
2020-08-24,"56,100","161,500","320,000"
2020-08-25,"56,400","166,000","325,000"
2020-08-26,"56,400","167,500","334,000"
2020-08-27,"55,600","163,500","337,000"
2020-08-28,"55,400","172,000","333,000"
2020-08-29,"55,400","172,000","333,000"
2020-08-30,"55,400","172,000","333,000"
2020-08-31,"54,000","176,500","322,500"
2020-09-01,"54,200","180,000","324,500"
2020-09-02,"54,400","176,000","332,500"
2020-09-03,"56,400","176,500","339,000"
2020-09-04,"55,600","172,500","328,500"
2020-09-05,"55,600","172,500","328,500"
2020-09-06,"55,600","172,500","328,500"
2020-09-07,"56,500","170,000","314,500"
2020-09-08,"58,700","168,000","311,000"
2020-09-09,"58,400","167,500","304,500"
2020-09-10,"59,200","169,000","307,500"
2020-09-11,"59,000","171,500","306,000"
2020-09-12,"59,000","171,500","306,000"
2020-09-13,"59,000","171,500","306,000"
2020-09-14,"60,400","180,000","303,000"
2020-09-15,"61,000","179,000","312,000"
2020-09-16,"61,000","183,500","307,000"
2020-09-17,"59,500","184,000","300,500"
2020-09-18,"59,300","181,000","298,000"
2020-09-19,"59,300","181,000","298,000"
2020-09-20,"59,300","181,000","298,000"
2020-09-21,"59,200","185,000","292,000"
2020-09-22,"58,200","179,500","284,500"
2020-09-23,"58,600","179,500","296,500"
2020-09-24,"57,800","171,500","294,000"
2020-09-25,"57,900","170,000","295,000"
2020-09-26,"57,900","170,000","295,000"
2020-09-27,"57,900","170,000","295,000"
2020-09-28,"58,200","175,500","298,500"
2020-09-29,"58,200","178,500","296,500"
2020-09-30,"58,200","178,500","296,500"
2020-10-01,"58,200","178,500","296,500"
2020-10-02,"58,200","178,500","296,500"
2020-10-03,"58,200","178,500","296,500"
2020-10-04,"58,200","178,500","296,500"
2020-10-05,"58,700","187,000","298,500"
2020-10-06,"59,000","182,500","305,000"
2020-10-07,"59,900","183,000","305,000"
2020-10-08,"59,700","180,500","301,000"
2020-10-09,"59,700","180,500","301,000"
2020-10-10,"59,700","180,500","301,000"
2020-10-11,"59,700","180,500","301,000"
2020-10-12,"60,400","180,000","292,000"
2020-10-13,"60,900","179,000","295,000"
2020-10-14,"60,900","178,000","298,500"
2020-10-15,"60,000","176,000","292,500"
2020-10-16,"59,500","172,000","293,500"
2020-10-17,"59,500","172,000","293,500"
2020-10-18,"59,500","172,000","293,500"
2020-10-19,"60,000","168,000","286,000"
2020-10-20,"60,900","167,500","290,000"
2020-10-21,"60,900","165,500","297,500"
2020-10-22,"60,100","162,500","293,000"
2020-10-23,"60,200","167,000","286,500"
2020-10-24,"60,200","167,000","286,500"
2020-10-25,"60,200","167,000","286,500"
2020-10-26,"60,400","171,500","281,500"
2020-10-27,"59,800","172,500","283,500"
2020-10-28,"59,000","173,500","298,500"
2020-10-29,"58,100","170,000","298,500"
2020-10-30,"56,600","164,500","290,000"
2020-10-31,"56,600","164,500","290,000"
2020-11-01,"56,600","164,500","290,000"
2020-11-02,"57,400","170,500","285,500"
2020-11-03,"58,800","170,500","283,000"
2020-11-04,"58,500","171,500","298,500"
2020-11-05,"60,300","175,000","299,000"
2020-11-06,"60,100","170,500","301,000"
2020-11-07,"60,100","170,500","301,000"
2020-11-08,"60,100","170,500","301,000"
2020-11-09,"60,200","172,500","298,000"
2020-11-10,"60,200","173,500","283,000"
2020-11-11,"61,300","175,500","280,000"
2020-11-12,"61,000","174,000","279,000"
2020-11-13,"63,200","177,500","281,000"
2020-11-14,"63,200","177,500","281,000"
2020-11-15,"63,200","177,500","281,000"
2020-11-16,"66,300","179,000","278,000"
2020-11-17,"65,700","182,500","275,000"
2020-11-18,"64,800","179,500","281,000"
2020-11-19,"64,600","180,000","280,500"
2020-11-20,"64,700","177,000","281,000"
2020-11-21,"64,700","177,000","281,000"
2020-11-22,"64,700","177,000","281,000"
2020-11-23,"67,500","179,000","281,500"
2020-11-24,"67,700","181,000","282,500"
2020-11-25,"66,600","179,500","278,500"
2020-11-26,"68,000","179,000","285,500"
2020-11-27,"68,200","181,000","284,500"
2020-11-28,"68,200","181,000","284,500"
2020-11-29,"68,200","181,000","284,500"
2020-11-30,"66,700","181,500","277,500"
2020-12-01,"67,800","183,500","285,500"
2020-12-02,"69,500","182,500","283,500"
2020-12-03,"69,700","196,500","287,000"
2020-12-04,"71,500","196,500","294,000"
2020-12-05,"71,500","196,500","294,000"
2020-12-06,"71,500","196,500","294,000"
2020-12-07,"72,900","193,500","289,500"
2020-12-08,"71,700","186,500","285,000"
2020-12-09,"73,900","191,500","288,000"
2020-12-10,"72,900","191,500","286,000"
2020-12-11,"73,400","190,000","290,000"
2020-12-12,"73,400","190,000","290,000"
2020-12-13,"73,400","190,000","290,000"
2020-12-14,"73,800","189,000","286,000"
2020-12-15,"73,800","188,500","283,000"
2020-12-16,"73,800","190,000","285,500"
2020-12-17,"73,300","190,500","285,000"
2020-12-18,"73,000","189,000","282,500"
2020-12-19,"73,000","189,000","282,500"
2020-12-20,"73,000","189,000","282,500"
2020-12-21,"73,000","187,000","284,000"
2020-12-22,"72,300","184,000","284,000"
2020-12-23,"73,900","185,000","284,000"
2020-12-24,"77,800","187,000","282,000"
2020-12-25,"77,800","187,000","282,000"
2020-12-26,"77,800","187,000","282,000"
2020-12-27,"77,800","187,000","282,000"
2020-12-28,"78,700","189,500","281,000"
2020-12-29,"78,300","190,500","283,000"
2020-12-30,"81,000","192,000","292,500"
2020-12-31,"81,000","192,000","292,500"
2021-01-01,"81,000","192,000","292,500"
2021-01-02,"81,000","192,000","292,500"
2021-01-03,"81,000","192,000","292,500"
2021-01-04,"83,000","207,500","293,000"
2021-01-05,"83,900","209,500","292,500"
2021-01-06,"82,200","203,000","290,000"
2021-01-07,"82,900","206,000","289,500"
2021-01-08,"88,800","246,000","312,000"
2021-01-09,"88,800","246,000","312,000"
2021-01-10,"88,800","246,000","312,000"
2021-01-11,"91,000","267,500","309,000"
2021-01-12,"90,600","261,000","304,000"
2021-01-13,"89,700","259,000","314,000"
2021-01-14,"89,700","250,500","318,000"
2021-01-15,"88,000","240,000","306,000"
2021-01-16,"88,000","240,000","306,000"
2021-01-17,"88,000","240,000","306,000"
2021-01-18,"85,000","241,000","300,500"
2021-01-19,"87,000","261,500","308,000"
2021-01-20,"87,200","259,000","308,000"
2021-01-21,"88,100","264,500","322,500"
2021-01-22,"86,800","257,000","343,500"
2021-01-23,"86,800","257,000","343,500"
2021-01-24,"86,800","257,000","343,500"
2021-01-25,"89,400","260,000","349,000"
2021-01-26,"86,700","251,500","342,000"
2021-01-27,"85,600","245,500","341,500"
2021-01-28,"83,700","238,500","355,000"
2021-01-29,"82,000","229,000","343,000"
2021-01-30,"82,000","229,000","343,000"
2021-01-31,"82,000","229,000","343,000"
2021-02-01,"83,000","238,500","348,000"
2021-02-02,"84,400","240,500","362,500"
2021-02-03,"84,600","245,500","370,500"
2021-02-04,"82,500","248,500","358,000"
2021-02-05,"83,500","249,500","362,500"
2021-02-06,"83,500","249,500","362,500"
2021-02-07,"83,500","249,500","362,500"
2021-02-08,"83,000","234,000","357,500"
2021-02-09,"82,700","236,500","358,500"
2021-02-10,"81,600","245,000","366,500"
2021-02-11,"81,600","245,000","366,500"
2021-02-12,"81,600","245,000","366,500"
2021-02-13,"81,600","245,000","366,500"
2021-02-14,"81,600","245,000","366,500"
2021-02-15,"84,200","247,500","385,500"
2021-02-16,"84,900","247,500","394,000"
2021-02-17,"83,200","243,500","392,000"
2021-02-18,"82,100","235,500","388,000"
2021-02-19,"82,600","242,000","398,000"
2021-02-20,"82,600","242,000","398,000"
2021-02-21,"82,600","242,000","398,000"
2021-02-22,"82,200","241,500","386,500"
2021-02-23,"82,000","244,500","390,500"
2021-02-24,"82,000","235,000","374,000"
2021-02-25,"85,300","245,000","383,000"
2021-02-26,"82,500","237,000","375,000"
2021-02-27,"82,500","237,000","375,000"
2021-02-28,"82,500","237,000","375,000"
2021-03-01,"82,500","237,000","375,000"
2021-03-02,"83,600","239,000","377,500"
2021-03-03,"84,000","240,000","399,500"
2021-03-04,"82,400","235,000","391,500"
2021-03-05,"82,100","235,000","377,500"
2021-03-06,"82,100","235,000","377,500"
2021-03-07,"82,100","235,000","377,500"
2021-03-08,"82,000","230,500","368,500"
2021-03-09,"81,400","231,500","361,500"
2021-03-10,"80,900","227,500","372,000"
2021-03-11,"82,000","228,500","373,500"
2021-03-12,"82,800","232,500","380,500"
2021-03-13,"82,800","232,500","380,500"
2021-03-14,"82,800","232,500","380,500"
2021-03-15,"81,800","232,000","383,000"
2021-03-16,"82,800","234,000","385,500"
2021-03-17,"82,300","232,000","383,500"
2021-03-18,"82,900","234,000","403,500"
2021-03-19,"81,900","229,500","402,000"
2021-03-20,"81,900","229,500","402,000"
2021-03-21,"81,900","229,500","402,000"
2021-03-22,"82,000","229,000","396,500"
2021-03-23,"81,800","226,500","386,000"
2021-03-24,"81,000","221,000","387,000"
2021-03-25,"81,200","218,000","380,000"
2021-03-26,"81,500","215,500","383,000"
2021-03-27,"81,500","215,500","383,000"
2021-03-28,"81,500","215,500","383,000"
2021-03-29,"81,600","215,500","372,000"
2021-03-30,"82,200","219,500","376,500"
2021-03-31,"81,400","218,000","377,000"
2021-04-01,"82,900","219,000","378,500"
2021-04-02,"84,800","233,500","379,500"
2021-04-03,"84,800","233,500","379,500"
2021-04-04,"84,800","233,500","379,500"
2021-04-05,"85,400","234,000","377,000"
2021-04-06,"86,000","230,000","388,500"
2021-04-07,"85,600","230,000","384,500"
2021-04-08,"84,700","231,500","381,500"
2021-04-09,"83,600","228,500","383,500"
2021-04-10,"83,600","228,500","383,500"
2021-04-11,"83,600","228,500","383,500"
2021-04-12,"83,200","226,000","385,500"
2021-04-13,"84,000","230,000","388,500"
2021-04-14,"84,000","232,500","391,500"
2021-04-15,"84,100","230,500","391,000"
2021-04-16,"83,900","231,500","391,500"
2021-04-17,"83,900","231,500","391,500"
2021-04-18,"83,900","231,500","391,500"
2021-04-19,"83,300","230,000","390,000"
2021-04-20,"83,900","229,000","391,000"
2021-04-21,"82,600","225,500","380,500"
2021-04-22,"82,400","226,000","380,500"
2021-04-23,"82,800","221,000","378,000"
2021-04-24,"82,800","221,000","378,000"
2021-04-25,"82,800","221,000","378,000"
2021-04-26,"83,500","221,500","377,500"
2021-04-27,"82,900","220,000","380,000"
2021-04-28,"82,100","221,500","373,500"
2021-04-29,"81,700","217,500","366,500"
2021-04-30,"81,500","212,000","359,500"
2021-05-01,"81,500","212,000","359,500"
2021-05-02,"81,500","212,000","359,500"
2021-05-03,"81,700","218,000","363,000"
2021-05-04,"82,600","223,500","364,500"
2021-05-05,"82,600","223,500","364,500"
2021-05-06,"82,300","223,500","361,500"
2021-05-07,"81,900","224,000","361,000"
2021-05-08,"81,900","224,000","361,000"
2021-05-09,"81,900","224,000","361,000"
2021-05-10,"83,200","229,500","362,000"
2021-05-11,"81,200","226,500","349,000"
2021-05-12,"80,000","227,500","343,000"
2021-05-13,"78,500","229,500","337,500"
2021-05-14,"80,100","229,000","342,500"
2021-05-15,"80,100","229,000","342,500"
2021-05-16,"80,100","229,000","342,500"
2021-05-17,"79,600","227,000","344,000"
2021-05-18,"79,600","231,000","349,500"
2021-05-19,"79,600","231,000","349,500"
2021-05-20,"79,500","224,500","351,000"
2021-05-21,"80,100","227,500","360,000"
2021-05-22,"80,100","227,500","360,000"
2021-05-23,"80,100","227,500","360,000"
2021-05-24,"79,700","228,000","355,500"
2021-05-25,"79,900","227,500","358,000"
2021-05-26,"79,800","223,500","363,000"
2021-05-27,"79,600","220,500","358,000"
2021-05-28,"80,100","232,000","358,000"
2021-05-29,"80,100","232,000","358,000"
2021-05-30,"80,100","232,000","358,000"
2021-05-31,"80,500","235,000","362,500"
2021-06-01,"80,600","237,000","367,000"
2021-06-02,"80,800","238,000","363,000"
2021-06-03,"82,800","238,500","362,000"
2021-06-04,"82,200","241,500","357,000"
2021-06-05,"82,200","241,500","357,000"
2021-06-06,"82,200","241,500","357,000"
2021-06-07,"81,900","241,500","362,500"
2021-06-08,"81,900","243,500","362,500"
2021-06-09,"81,100","239,500","358,500"
2021-06-10,"81,000","236,000","373,500"
2021-06-11,"81,000","238,500","372,500"
2021-06-12,"81,000","238,500","372,500"
2021-06-13,"81,000","238,500","372,500"
2021-06-14,"80,500","238,000","387,000"
2021-06-15,"80,900","237,000","387,000"
2021-06-16,"81,800","239,500","391,000"
2021-06-17,"80,900","236,500","389,500"
2021-06-18,"80,500","235,000","398,000"
2021-06-19,"80,500","235,000","398,000"
2021-06-20,"80,500","235,000","398,000"
2021-06-21,"79,900","233,000","397,000"
2021-06-22,"80,000","241,000","391,000"
2021-06-23,"80,100","242,500","423,500"
2021-06-24,"81,200","242,500","419,500"
2021-06-25,"81,600","243,000","410,000"
2021-06-26,"81,600","243,000","410,000"
2021-06-27,"81,600","243,000","410,000"
2021-06-28,"81,900","241,000","408,000"
2021-06-29,"81,000","239,500","411,500"
2021-06-30,"80,700","239,500","417,500"
2021-07-01,"80,100","242,000","413,000"
2021-07-02,"80,000","239,000","414,000"
2021-07-03,"80,000","239,000","414,000"
2021-07-04,"80,000","239,000","414,000"
2021-07-05,"80,400","236,000","410,000"
2021-07-06,"81,200","236,000","409,500"
2021-07-07,"80,800","232,000","417,500"
2021-07-08,"79,900","229,500","422,000"
2021-07-09,"79,400","226,000","415,500"
2021-07-10,"79,400","226,000","415,500"
2021-07-11,"79,400","226,000","415,500"
2021-07-12,"79,700","230,000","418,500"
2021-07-13,"79,800","230,000","441,000"
2021-07-14,"79,500","230,000","444,000"
2021-07-15,"80,600","231,500","449,000"
2021-07-16,"79,800","230,000","447,000"
2021-07-17,"79,800","230,000","447,000"
2021-07-18,"79,800","230,000","447,000"
2021-07-19,"79,000","227,500","443,000"
2021-07-20,"79,000","227,000","439,000"
2021-07-21,"78,500","228,000","428,000"
2021-07-22,"79,700","228,500","440,000"
2021-07-23,"79,300","225,500","452,000"
2021-07-24,"79,300","225,500","452,000"
2021-07-25,"79,300","225,500","452,000"
2021-07-26,"78,800","224,500","452,000"
2021-07-27,"78,500","225,000","452,000"
2021-07-28,"79,200","222,500","442,000"
2021-07-29,"79,000","222,000","439,500"
2021-07-30,"78,500","218,000","433,500"
2021-07-31,"78,500","218,000","433,500"
2021-08-01,"78,500","218,000","433,500"
2021-08-02,"79,300","220,000","433,500"
2021-08-03,"81,400","223,500","428,000"
2021-08-04,"82,900","225,000","433,000"
2021-08-05,"82,100","223,000","442,500"
2021-08-06,"81,500","222,500","444,500"
2021-08-07,"81,500","222,500","444,500"
2021-08-08,"81,500","222,500","444,500"
2021-08-09,"81,500","221,000","447,500"
2021-08-10,"80,200","219,000","446,500"
2021-08-11,"78,500","218,500","445,000"
